Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Caulfield South,42 Poplar St,3,h,1330000.0,S,Gary,26/07/2016,9.3,3162.0,3.0,1.0,1.0,312.0,123.0,1926.0,Glen Eira,-37.8893,145.0196,Southern Metropolitan,5051.0
Chadstone,23 Jacana St,3,h,1000000.0,SP,Thomson,27/11/2016,13.6,3148.0,3.0,1.0,2.0,630.0,105.0,1960.0,Monash,-37.8838,145.102,Southern Metropolitan,3582.0
Coburg,41 Service St,3,h,1130000.0,SP,Re,12/11/2016,7.8,3058.0,3.0,1.0,2.0,735.0,127.0,1920.0,Moreland,-37.7379,144.9623,Northern Metropolitan,11204.0
Braybrook,19 Kannan Bvd,4,h,882000.0,S,Village,10/12/2016,10.8,3019.0,4.0,2.0,2.0,393.0,216.0,2008.0,Maribyrnong,-37.7763,144.8543,Western Metropolitan,3589.0
Brighton East,2/33 Cluden St,2,u,903000.0,S,Hodges,27/11/2016,10.7,3187.0,2.0,1.0,1.0,171.0,101.0,1970.0,Bayside,-37.9125,145.0114,Southern Metropolitan,6938.0
Brighton East,13 Robinson St,5,h,1700000.0,VB,Marshall,4/06/2016,10.7,3187.0,4.0,2.0,1.0,994.0,274.0,1935.0,Bayside,-37.9187,145.0187,Southern Metropolitan,6938.0
Ascot Vale,26 Ayr St,6,h,1430000.0,S,Nelson,16/04/2016,5.9,3032.0,4.0,2.0,1.0,461.0,286.0,1900.0,Moonee Valley,-37.78,144.9295,Western Metropolitan,6567.0
Bentleigh,13 Somers St,3,h,1317500.0,S,Buxton,4/06/2016,13.0,3204.0,3.0,1.0,1.0,576.0,127.0,1945.0,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795.0
Balwyn North,28 Severn St,3,h,2100000.0,VB,Jellis,19/11/2016,9.2,3104.0,3.0,2.0,3.0,949.0,175.0,1940.0,Boroondara,-37.796,145.0696,Southern Metropolitan,7809.0
Balwyn North,1 Bolinda Rd,3,h,1700000.0,VB,Fletchers,13/08/2016,9.2,3104.0,3.0,2.0,3.0,763.0,168.0,1960.0,Boroondara,-37.7935,145.0865,Southern Metropolitan,7809.0
Brunswick,10 Cliff St,1,h,772000.0,SP,Collins,28/08/2016,5.2,3056.0,1.0,1.0,1.0,147.0,82.0,1890.0,Moreland,-37.7643,144.9584,Northern Metropolitan,11918.0
Balwyn North,30 Hood St,4,h,1900000.0,VB,Fletchers,3/12/2016,9.2,3104.0,4.0,2.0,2.0,642.0,215.0,1955.0,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809.0
Balwyn North,108 Bulleen Rd,5,h,1750000.0,VB,Jellis,7/11/2016,9.2,3104.0,5.0,3.0,2.0,705.0,365.0,2013.0,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809.0
Chadstone,2/2 Robert St,3,t,845000.0,S,Buxton,28/05/2016,13.6,3148.0,3.0,2.0,1.0,177.0,111.0,2012.0,Monash,-37.8824,145.1042,Southern Metropolitan,3582.0
Box Hill,3/14 Bedford St,3,t,750000.0,S,Jellis,15/10/2016,13.1,3128.0,3.0,2.0,1.0,150.0,3.0,2000.0,Whitehorse,-37.8287,145.1319,Eastern Metropolitan,4605.0
Coburg,2/118 Bruce St,3,t,640000.0,S,Nelson,10/12/2016,7.8,3058.0,3.0,1.0,2.0,119.0,109.0,1995.0,Moreland,-37.7403,144.9491,Northern Metropolitan,11204.0
Brunswick,3/38 Charles St,2,t,750000.0,PI,Nelson,10/09/2016,5.2,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland,-37.7723,144.9643,Northern Metropolitan,11918.0
Ashwood,17 Parkhill Dr,4,h,1240000.0,S,Tim,19/11/2016,12.2,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894.0
Bentleigh,58 London St,4,t,1155000.0,S,Buxton,10/09/2016,13.0,3204.0,4.0,3.0,2.0,271.0,205.0,2010.0,Glen Eira,-37.9252,145.0494,Southern Metropolitan,6795.0
Ashburton,18 Glen Rd,3,h,1665000.0,S,Jellis,15/10/2016,11.0,3147.0,3.0,2.0,3.0,702.0,145.0,1945.0,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052.0
Ashburton,5 Pitt St,2,h,1440000.0,PI,Jellis,27/06/2016,11.0,3147.0,2.0,1.0,1.0,687.0,104.0,1940.0,Boroondara,-37.872,145.0692,Southern Metropolitan,3052.0
Albert Park,27 Barrett St,4,h,2140000.0,S,Greg,27/06/2016,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,Port Phillip,-37.8434,144.9495,Southern Metropolitan,3280.0
Brighton East,139 Thomas St,4,h,1650000.0,SA,hockingstuart,13/08/2016,10.7,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,Bayside,-37.9075,145.0248,Southern Metropolitan,6938.0
Canterbury,17 Irilbarra Rd,4,h,3400000.0,S,Jellis,19/11/2016,9.0,3126.0,4.0,1.0,4.0,845.0,411.0,2008.0,Boroondara,-37.8184,145.0702,Southern Metropolitan,3265.0
Ascot Vale,15 Mirams St,4,h,1345000.0,S,Jellis,25/02/2017,5.9,3032.0,4.0,1.0,1.0,552.0,155.0,1920.0,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567.0
Avondale Heights,109 North Rd,4,h,762000.0,S,Nelson,26/07/2016,10.5,3034.0,4.0,2.0,2.0,589.0,150.0,1961.0,Moonee Valley,-37.7573,144.8534,Western Metropolitan,4502.0
Bentleigh East,71 Deakin St,5,h,1550000.0,PI,hockingstuart,27/11/2016,13.9,3165.0,5.0,3.0,2.0,583.0,296.0,2007.0,Glen Eira,-37.9143,145.0699,Southern Metropolitan,10969.0
Balwyn North,88 Longview Rd,3,h,1450000.0,VB,Jellis,4/03/2017,9.2,3104.0,3.0,1.0,2.0,665.0,124.0,1950.0,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809.0
Camberwell,3/220 Warrigal Rd,2,u,435000.0,SP,LITTLE,7/11/2016,7.8,3124.0,2.0,1.0,1.0,896.0,77.0,1960.0,Boroondara,-37.8479,145.0958,Southern Metropolitan,8920.0
Ashwood,14 Ashwood Dr,3,h,1305000.0,S,Jellis,25/02/2017,12.2,3147.0,3.0,1.0,1.0,760.0,120.0,1960.0,Monash,-37.858,145.1038,Southern Metropolitan,2894.0
Burwood,1/46 Gillard St,3,h,570000.0,S,Ray,17/09/2016,11.7,3125.0,3.0,1.0,1.0,384.0,112.0,1950.0,Whitehorse,-37.8542,145.1138,Southern Metropolitan,5678.0
Altona North,1/95 Mills St,3,h,588000.0,S,Williams,7/05/2016,11.1,3025.0,3.0,1.0,1.0,328.0,118.0,1970.0,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132.0
Ashburton,3 Mustang Ct,3,h,1500000.0,VB,Jellis,22/08/2016,11.0,3147.0,3.0,2.0,2.0,710.0,139.0,1945.0,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052.0
Bentleigh,39 Luckins Rd,4,h,1300000.0,PI,Buxton,7/11/2016,13.0,3204.0,4.0,2.0,2.0,697.0,194.0,1940.0,Glen Eira,-37.9318,145.0474,Southern Metropolitan,6795.0
Brighton,2 Campbell St,3,h,2050000.0,PI,hockingstuart,10/12/2016,11.2,3186.0,3.0,3.0,2.0,398.0,262.0,2012.0,Bayside,-37.899,144.9901,Southern Metropolitan,10579.0
Ashburton,47 Yuile St,4,h,1550000.0,VB,Marshall,12/11/2016,11.0,3147.0,4.0,2.0,2.0,780.0,180.0,1938.0,Boroondara,-37.86,145.0817,Southern Metropolitan,3052.0
Ashwood,16 Scenic Dr,5,h,1529500.0,S,Buxton,17/09/2016,12.2,3147.0,5.0,3.0,2.0,585.0,317.0,2000.0,Monash,-37.8637,145.1024,Southern Metropolitan,2894.0
Ascot Vale,1 East St,3,t,1000000.0,S,Nelson,27/11/2016,5.9,3032.0,3.0,2.0,2.0,200.0,144.0,2003.0,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567.0
Brunswick,1/32 Donald St,2,u,587000.0,SP,Jellis,12/11/2016,5.2,3056.0,2.0,1.0,1.0,114.0,65.0,1970.0,Moreland,-37.758,144.9667,Northern Metropolitan,11918.0
Brighton,23a Chelsea St,3,u,1352500.0,S,hockingstuart,28/08/2016,11.2,3186.0,2.0,2.0,1.0,280.0,110.0,1993.0,Bayside,-37.91,144.989,Southern Metropolitan,10579.0
Balwyn,142 Balwyn Rd,2,h,1850000.0,VB,Fletchers,6/08/2016,9.7,3103.0,3.0,1.0,1.0,1015.0,166.0,1930.0,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682.0
Altona,158 Queen St,3,h,520000.0,VB,Greg,3/09/2016,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,Hobsons Bay,-37.87,144.825,Western Metropolitan,5301.0
Ascot Vale,62 Mirams St,3,h,890000.0,SP,Brad,16/07/2016,5.9,3032.0,3.0,1.0,1.0,242.0,110.0,1920.0,Moonee Valley,-37.7765,144.9114,Western Metropolitan,6567.0
Airport West,138 Victory Rd,3,h,1042000.0,S,Nelson,16/07/2016,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,Moonee Valley,-37.7173,144.8796,Western Metropolitan,3464.0
Airport West,478 Fullarton Rd,3,h,810000.0,PI,Barry,18/03/2017,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,Moonee Valley,-37.7285,144.8694,Western Metropolitan,3464.0
Bentleigh East,21 Wards Gr,4,h,1206000.0,S,Hodges,8/10/2016,13.9,3165.0,4.0,1.0,1.0,636.0,138.0,1940.0,Glen Eira,-37.925,145.0612,Southern Metropolitan,10969.0
Ascot Vale,3/8 Walter St,2,t,865000.0,SP,Nelson,18/03/2017,5.9,3032.0,2.0,2.0,1.0,146.0,132.0,2015.0,Moonee Valley,-37.7713,144.9038,Western Metropolitan,6567.0
Airport West,3/7 South Rd,3,t,540000.0,SP,Nelson,18/06/2016,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,Moonee Valley,-37.7231,144.8802,Western Metropolitan,3464.0
Bentleigh East,30 Veronica St,2,h,825000.0,S,Buxton,3/09/2016,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,Glen Eira,-37.9237,145.0763,Southern Metropolitan,10969.0
Balwyn North,17 Stephens St,4,h,3360000.0,S,Assisi,16/04/2016,9.2,3104.0,4.0,3.0,1.0,904.0,420.0,2003.0,Boroondara,-37.797,145.086,Southern Metropolitan,7809.0
Brighton,1/112 Roslyn St,2,u,1300000.0,S,Nick,4/03/2017,11.2,3186.0,2.0,2.0,2.0,329.0,132.0,1940.0,Bayside,-37.9172,145.004,Southern Metropolitan,10579.0
Brunswick West,2/494 Victoria St,3,t,815000.0,S,Ray,27/06/2016,5.9,3055.0,3.0,1.0,2.0,157.0,123.0,1999.0,Moreland,-37.7652,144.9454,Northern Metropolitan,7082.0
Brighton East,13 Hornby St,4,h,2840000.0,S,Hodges,10/09/2016,10.7,3187.0,5.0,2.0,2.0,999.0,274.0,1972.0,Bayside,-37.9135,145.0189,Southern Metropolitan,6938.0
Brighton,73 Martin St,4,h,3320000.0,S,Buxton,10/12/2016,11.2,3186.0,4.0,3.0,2.0,644.0,364.0,2000.0,Bayside,-37.8964,144.9972,Southern Metropolitan,10579.0
Canterbury,33 Myrtle Rd,3,h,1587500.0,S,Marshall,3/12/2016,9.0,3126.0,3.0,1.0,1.0,459.0,130.0,1920.0,Boroondara,-37.8265,145.072,Southern Metropolitan,3265.0
Altona,27 McIntyre Dr,3,h,840000.0,SP,Greg,18/03/2017,13.8,3018.0,3.0,2.0,2.0,534.0,136.0,1965.0,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301.0
